,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,GMM_cluster,K_means_cluster,target
16,-4.562990420156779,8.248730589808956,-3.236361110986407,-7.358604959285967,5.25341650547998,1.2804119645482843,2.321768493479712,-4.561117881032264,1,0,0.0
17,-5.333589444394484,5.777800215705153,-2.669683429428775,-4.721842490297418,3.4099755387490536,-2.9891056617482636,3.324854397102471,-2.0546107171179657,2,1,0.0
18,-2.95644623954364,4.82343782275499,-1.1013663299341965,-4.089630531758096,2.576225253536781,-0.4826022796923163,3.0426093300694084,-1.5029332008087974,2,0,0.0
19,-1.0388992916956812,2.8505634255144647,-1.1401679413740662,-2.7154955740363746,2.058919964370465,1.5530641293630238,0.03751745041225879,-2.1150405671793022,2,0,0.0
20,0.1552059185195538,3.3249122228199983,-0.4110933452240933,-2.7164074200271004,2.402044647420243,1.918821615007735,0.0666103420947197,-2.4441632987295847,2,0,0.0
21,-3.427719041984743,2.5045578678931784,-1.3857931205488174,-3.5227332423489206,2.057455703626839,0.8438379132208123,1.0843387456099962,-1.301590696166326,2,0,0.0
22,-2.7247541036800134,4.2458866820075505,-1.930213962838658,-3.8117151996759855,2.9325388923759133,0.18372098319362218,0.9638291517865136,-2.5429336377639142,2,0,0.0
23,0.12364350394905438,1.0156902050824244,-0.21655576164815815,-1.0174865205917838,0.6581399303659089,1.347110350764122,-0.11429165266076322,-0.8193596673196074,2,0,0.0
24,1.643999702378985,5.409642346872559,-0.369771336091544,-3.52841810841238,2.8429102275528133,3.339002036357675,0.6671840318310618,-3.3509781870591246,2,0,0.0
25,-3.016355584493104,7.823499616157933,-2.486409748563103,-5.660924449742948,4.72110965192361,-0.7085788571164238,2.4136978936784783,-4.088385204221558,1,0,0.0
26,-7.56532774993203,5.156848755040097,-3.5066195023312288,-4.336098107590244,3.429431657632624,-3.5096373472379607,4.2856939101867475,-1.3680647966173207,0,1,1.0
27,0.8370477669394024,7.625687361242306,-1.1119608093552384,-5.416679162951153,4.243697163960129,3.9772390258090224,1.125521329520709,-4.674639471739345,1,0,0.0
28,-8.008873527810652,2.154956762264251,-2.863869768221286,-2.852053086956247,1.4871559878929905,-5.869653706202623,3.55727240927496,0.6018445113530296,2,1,0.0
29,1.2635967880107672,2.315143310501529,0.2052517196225499,-1.9407588866272019,1.6594010925802158,2.8438365817467326,-0.3527545109473781,-1.9538518737792339,2,0,0.0
30,0.8813622398543847,2.016694016927077,-0.12265350033447694,-1.5324968717006222,1.1388465436806148,2.1753181645908235,-0.09576410704972921,-1.4904685706424876,2,0,0.0
31,-5.117917903141445,5.573559080892563,-2.8038234593141365,-4.92177010106971,3.396188107134817,0.13248570776805538,3.3905528083498413,-2.491415819801243,4,1,1.0
32,-2.343165846080517,2.915230291229508,-1.9822107300229386,-4.967238239160043,2.6841496081011584,5.900799594615826,-1.027415848377791,-3.0370918655354675,2,0,0.0
33,-2.6303154441919325,8.021214713000036,-2.2210393407785682,-6.066094106281322,3.8602996735421673,-0.17099592686355847,2.580346592911707,-4.354748801737893,3,0,0.0
34,-1.4546555394852296,3.004586745593094,-0.8702666918278408,-3.2116039733468966,0.8483890994438767,1.4665358826374524,1.1523777442915482,-1.6898474842378068,3,0,0.0
35,-2.06022959162772,4.047743591674175,-1.5358082385544978,-3.5241566856372324,1.894288694540507,-0.22988183434337917,0.9567688546749146,-2.6330660864629967,3,0,0.0
36,-6.251067774721153,3.796400278017575,-2.768156671819492,-4.4361359447545725,2.5414920046967264,-1.8544934349611246,2.6213236019057446,-1.189691916838189,2,1,0.0
37,-6.0236740943668385,5.50639796384993,-2.7858425300102483,-6.554612650850063,3.8976267034161998,1.1123210807487727,2.42375054169216,-2.6486660361117953,2,1,0.0
38,-10.754167249591347,4.450355035586814,-4.758560053095692,-7.494532976101633,3.6906058850822037,-0.36477871456105193,2.81785720990276,-1.7921188356800835,2,1,0.0
39,-11.812532364634123,8.549271651285002,-5.869792265563004,-9.323048387840185,6.803146514783001,-1.268428365046241,4.221864766625343,-4.224433672961284,0,1,0.0
40,-8.186668957913229,1.9643708652953975,-2.9545811214523927,-2.7569270864091555,1.4871525366916105,-6.085795311628846,3.4040083119666473,0.6158347037632925,2,1,0.0
41,-13.195281434171376,6.040646739285663,-5.8130183844093395,-8.816197693433866,4.6951967350516925,-2.3945916455870795,4.097851662300859,-2.143603359488693,2,1,0.0
42,-0.47617312939749407,-0.11611043412586669,0.19567899537482686,-0.6811058349419601,0.21729160624023822,1.007637956545297,0.051455144144457454,0.0175042589586182,2,0,0.0
43,0.10375017640525969,0.6943074807499319,0.1988699034574012,-1.1009901855037074,0.6979947683535641,1.6197041649457757,-0.08328140755282107,-0.6396144519539992,2,0,0.0
44,-5.9361022617802615,8.101708626680498,-3.174679035966549,-6.923239559215681,5.33131357285459,-1.8984918605672292,3.3729371935861563,-3.8276651125246697,1,1,0.0
45,0.5432237435462695,5.355646727108221,-0.409906134448176,-3.247199772847111,2.4467244947191262,1.3193769321589683,1.9486334784644517,-2.4207720034183016,2,0,0.0
46,-1.9122815701740825,4.506565491582483,-1.1979885979214553,-4.552753944566597,3.0188689302562506,2.5002535408742155,1.1213938368320644,-2.6438085028120866,2,0,1.0
47,-0.20280787096295,1.6314311295983188,0.038428174523788494,-1.0131579860636992,1.0207345371047771,2.0569025726240278,1.4886971413392247,-0.5178972480102959,0,0,0.0
48,-2.141532742390953,1.6853748525435623,-0.6787367024710675,-2.8422107094961135,1.3148155999881914,1.9849944853860326,0.818237989876211,-0.825269463626238,2,0,0.0
49,-2.5619152401325556,1.7959832936744102,-1.4437485528167187,-1.9697997507161054,1.4667113527808087,1.7293608366081434,1.2392030560949072,-0.8897550597728308,0,0,0.0
50,0.8348252243593606,1.7780337929578396,0.1462896512762693,-1.3979905227801483,0.6581537351714288,2.211676772469014,0.498764736572487,-0.8753204369606588,2,0,0.0
51,-6.56367571755252,4.559951773002286,-2.6304415075401213,-4.884845615742335,1.765196004393542,-2.9406110059327113,3.781421098766772,-1.1689778492160559,3,1,0.0
52,3.0308749436213214,4.004015247378609,0.3756090452547248,-2.0600414044353537,1.9228264532588233,3.312831255306806,0.07411018244413614,-2.6844356132915212,2,0,0.0
53,-3.79508078241671,4.008434365147609,-1.8864010598729688,-3.7454145195549096,1.6755362787580228,-1.7306044016046647,2.105399103036507,-1.8511106668189008,3,0,0.0
54,-1.9128834416211606,4.4217861857386325,-1.5290445866457119,-3.404365030740131,2.75510902652609,-0.11903994831757558,1.2499124473666234,-2.40867306617745,2,0,1.0
55,1.6085479368329931,2.3629910313942215,0.1103523970805913,-0.5264914099908654,1.153174171013824,2.321800609335836,0.9488226944736442,-1.2689287646575336,0,0,1.0
56,-7.725324165082961,8.828133938431224,-4.598930895504398,-7.843635110525782,6.015519630404958,0.051006917745812695,3.8552369569143985,-4.378873577892232,0,1,1.0
57,-1.2423090341057097,4.397215249268933,-1.4327957555745343,-2.5802646462736076,2.815894597745081,0.9906732127952612,1.6547332022860426,-2.397802378554962,0,0,1.0
58,-2.7936438100284673,2.4898714746554065,-1.0753350975869782,-3.020257072865975,1.880022386575636,0.32493537628339153,1.2171579438817937,-1.153339932169599,2,0,0.0
59,-8.220325685075878,3.195637203585311,-3.3462179127129605,-4.744172855368392,2.3691940815986445,-2.6081268912808095,2.97692370635507,-0.6044154231462967,2,1,1.0
60,-14.116885027310223,5.792294527940664,-5.77308402076067,-9.056531183624465,4.047004682333574,-2.921241078319725,5.172997963533998,-1.5128222021569084,4,1,0.0
61,-1.322302390066074,0.8544770945891146,-0.9281831608029436,-1.9273128590105837,1.0130031132669348,2.1687738192127406,-0.5331941465126703,-1.1018710029027987,2,0,0.0
62,-14.14121652520202,4.57510272726342,-5.507562104618187,-6.824764666699684,3.4634308523981328,-6.7125128483397765,5.319883765250184,-0.21780635971101,2,1,0.0
63,-1.5618462573177927,7.147474076653413,-1.7632862064846269,-6.540328257427405,4.769383655611472,4.194884918156445,0.938047734492276,-4.687006852770664,1,0,0.0
64,-4.639258216434138,2.9047986053055666,-1.8699521001286052,-4.345780504071579,2.3658643938434625,0.9184122707278292,1.458466395670356,-1.3874231057973139,2,0,0.0
65,-6.150378833072606,3.2099561938732415,-2.7298327085509726,-3.6482817736303534,2.364048334041384,-3.0218207881772146,2.294350508252604,-0.9994705756106733,2,1,0.0
66,0.17779543010257653,0.1905858969688538,0.09071135323110686,-0.09512600054709112,3.451201379978785e-06,0.21614160542622296,0.15326409730831256,-0.013990192410262841,2,0,0.0
67,-8.387700190155714,3.279005609825193,-3.926999160280007,-6.030343529899551,3.1202464485347376,0.4493032867927388,1.4298358631780859,-1.8311231347805734,2,1,0.0
68,0.9744727048767172,2.3776774246319934,-0.20010562588124808,-1.028967579473811,1.330607488065027,2.8407031462732566,0.816003496201847,-1.4171795286542606,0,0,0.0
69,0.708485536371078,4.218052638059052,-0.5543849506363321,-2.9182817567564503,2.3622001630367278,2.2946526171047505,0.4953923889117152,-2.6658790913259813,2,0,0.0
70,-5.217560851103928,7.857254952870385,-3.462449457566944,-6.796195879854369,5.206944756788678,-0.5473851735244321,2.348478150850416,-4.2944879930287465,1,1,0.0
71,-2.5393437629189384,3.372708046893597,-1.2632923431175398,-2.8499743312579096,1.7937130559035783,-0.694747548839864,1.9791778426861182,-1.1364062215830033,2,0,0.0
72,-4.79716031899292,3.0355954326692056,-2.3760891184652717,-4.167150838612564,2.3260061046544274,0.42967685111995224,1.2741920532541013,-1.5531781287526591,2,1,0.0
73,-7.83563177360986,4.690058756210178,-3.188822741291308,-5.892890313096431,3.501427165776992,-1.7718704451548257,3.0921435990923,-1.6624990828299215,2,1,0.0
74,-9.888381482108565,8.452831540438378,-5.137863974119614,-9.44305548449063,5.828904433577806,-0.2006841670402154,3.6260425517652894,-4.057107467416083,2,1,0.0
75,-0.7866935571783025,7.273888353780143,-1.914299561741131,-6.231379500822862,4.598556895659776,4.582760888831418,0.5533547383604893,-4.943160614912274,1,0,0.0
76,-6.529552146472276,4.192258465193055,-2.897191988319117,-5.1288641153317,2.7189322241506897,-0.9033076871712583,2.7950325982505726,-1.3659230656554415,2,1,0.0
77,0.39946812569323337,3.9592040278570244,-0.5443166310345706,-2.0899941145149827,2.0732613965091944,2.564112995812928,1.6951606411688824,-1.9494615308353997,0,0,1.0
78,0.3014389340516309,1.206276102051278,-0.12584440841705127,-1.1126125211388749,0.6581433815672888,1.563251956190345,0.03897244464754934,-0.8333498597298702,2,0,0.0
79,-3.258103959955459,3.5577919508674323,-1.741913844857257,-2.753795207966953,2.162903866137814,0.27339836435376674,2.6048621503575844,-1.197377751181241,0,0,1.0
80,-8.763740869301648,8.860445930399276,-4.704863819865902,-9.724776068432082,4.972886231682752,0.09524096806905147,3.611180409543489,-4.865134150153829,4,1,0.0
81,-5.221450202079421,7.119825655129621,-3.1768633079707436,-5.493190080868171,5.261113417304022,-0.9928753363026583,2.811018808248481,-3.8372422020371326,0,1,0.0
82,-13.746101688713264,6.343478583097023,-5.8402368275324745,-9.354778799505974,5.346719754713954,-2.6026846187140196,4.041279912118743,-2.5165879234391744,2,1,0.0
83,-4.7874430586173675,7.097658014631311,-3.2955121528577815,-6.595416442511758,4.215149051637674,-0.21389888011983182,1.5483877098265495,-4.581299367680033,3,1,0.0
84,-4.284506048405657,7.852872402633476,-3.107325794486782,-6.6658767887088395,5.075976286026017,0.3292262167584177,2.148059497134884,-4.384886732215012,1,0,0.0
85,-4.8543550802402775,7.174662214725285,-2.7048164846147196,-5.929581011983385,4.068122371517722,-1.2097121001316948,3.517090939058333,-2.9019507692580992,2,1,0.0
86,-8.678699799521727,6.941397849819425,-4.152138957280196,-9.02794169379298,5.172577111812596,2.1762969356744826,2.7511859945354913,-3.611710137872853,2,1,0.0
87,-5.175687341835702,5.647003388341515,-2.163546411092108,-4.900472155756432,3.449833827938089,-2.5003702421403866,3.509128739518726,-1.8888556941626204,2,1,0.0
88,-7.305306718058844,3.981064882222474,-3.07723462178687,-4.289423958109778,2.6259990803722255,-3.910477147038022,3.3082442049169183,-0.8746338668791951,2,1,0.0
89,-9.609660289627849,3.4052920440288457,-3.921088245523855,-5.472094116543958,2.677599320613888,-2.749694139200016,3.1977872591071175,-0.6762576403670219,2,1,0.0
90,-0.10854067303663739,6.301889925461193,-1.7022746418546637,-5.122954237458931,4.290137851839012,3.8597617150457317,-0.28056520362480813,-4.8153576280504975,1,0,0.0
91,0.8348252243593606,1.7780337929578396,0.1462896512762693,-1.3979905227801483,0.6581537351714288,2.211676772469014,0.498764736572487,-0.8753204369606588,2,0,0.0
92,-10.859128627302278,4.273960285982812,-4.075961932152155,-6.054215237065455,3.413636318354409,-4.581487613551408,4.134664306552799,-0.7621645391790351,2,1,0.0
93,-0.6882271581097981,0.8397907013513426,-0.6177251378411043,-1.4248366895276383,0.8355697962157318,1.64987128227532,-0.40037494824087305,-0.9536202389060716,2,0,0.0
94,0.3038982973612659,2.402248361101693,-0.29635445695242546,-1.8530679639403345,1.2698219168460356,1.73098998516042,0.4111827412824278,-1.4280502162767483,2,0,0.0
95,-4.712092268825784,2.890607457940714,-2.643261574303249,-5.690972242560664,2.642830509369877,4.918979564291961,-0.011604798287995988,-2.4033872098880993,2,1,0.0
96,-4.554792037714082,2.6750313247332245,-2.46818054469084,-4.7212129941932135,2.418928894828752,2.7884214947080475,0.3011881546628179,-2.0024967502981172,2,0,0.0
97,-1.0872937990532618,1.5007102483386632,-0.3696587525036893,-2.9889226961409086,1.2303085243126928,4.0409781974629295,0.13131738686503744,-1.1403275135852318,2,0,0.0
98,-10.591948291860374,6.626723420480154,-4.924499120554031,-8.005684613337099,4.690061341098571,-2.1598607262048155,3.875070756123331,-2.580629089183858,2,1,0.0
99,-3.8623635299858745,7.3827310089606835,-2.788292069982793,-8.889879683871825,5.1806526600460705,6.800240021004364,0.8402338426087899,-5.368765816704144,4,0,0.0
100,-12.34202930396636,8.714943258119204,-6.427512474852524,-10.34067618518511,6.748967500663516,-1.4713630185466844,3.2995318173023396,-4.63970888672211,1,1,0.0
101,-8.808447373321329,7.958918553785243,-4.117589387091103,-6.961680469899398,4.722978530136546,-4.728202629841052,5.132240596869243,-2.505917842967826,2,1,0.0
102,-8.415791900142207,8.531322150568432,-4.279754061470015,-8.751239159904229,5.994588897173621,-0.7861124291853717,3.481426447102922,-4.209999050149112,1,1,0.0
103,-4.237130340733961,3.5246306232125115,-1.957472545277138,-4.670538854086235,2.8465641047554087,1.3143368737020846,1.170465746664765,-2.0305516242996684,2,0,0.0
104,-5.601006600565981,8.076718390441863,-2.908886653123033,-6.048606311395319,5.107415409514846,-3.8129083247249214,3.838994243845283,-3.440764845344951,1,1,0.0
105,-7.6646397559892865,5.3583503506349155,-3.555585656825554,-5.550378103923241,3.3548655572021557,-1.0654759279820327,4.253099761131324,-1.8437209717436118,4,1,0.0
106,-8.114718016808062,5.001137637541807,-3.6489140465151904,-5.4372295698470925,3.4151074815007947,-3.4399781865567496,3.394371205971687,-1.6035947950125375,2,1,0.0
107,-9.663812215781372,4.2303963521424155,-4.22835536040312,-6.394454636588651,3.3357357997784174,-1.6187253938621162,2.930231509138042,-1.4816271152763663,2,1,0.0
108,-3.016355584493104,7.823499616157933,-2.486409748563103,-5.660924449742948,4.72110965192361,-0.7085788571164238,2.4136978936784783,-4.088385204221558,1,0,0.0
109,0.5799233058027538,0.8104179148757985,0.0031909080825743416,-0.4198843505617473,0.48070316211332587,0.6120662084004785,-0.13473655169727852,-0.6571187109126174,2,0,0.0
110,-3.188393595799739,5.457956233899706,-1.4993447980445684,-4.916865051255698,3.2343582814999303,0.43222486021936013,2.6217894827920203,-2.2943124833078787,2,0,0.0
111,-3.0258099526447526,3.065020115963844,-2.2397054890374624,-3.6242687897113095,2.782977408707106,3.5590151164314956,0.3975633615401306,-2.472513624770994,0,0,1.0
112,-0.5569687435022457,0.7917163743509593,-0.2580706329992512,-1.3854563411542555,0.3548804389079259,1.9023714955797333,0.34741799268965573,-0.35246229763450554,2,0,0.0
113,-9.701741379006403,4.698823856683995,-3.8990700674516323,-6.15352849538749,3.763364107302314,-3.5250932257205245,3.4929809065233632,-1.4817016044573916,2,1,0.0
114,-2.3630591736243116,2.5938475668970153,-1.5667850649173791,-5.050741904071966,2.7240044460888138,6.17339340879748,-0.996405603269849,-2.8573466501698594,2,0,0.0
115,-7.660897578263997,3.5998930882847664,-3.2586573282490834,-4.099171957015596,2.6259921779694655,-4.342760357890468,3.001716010300293,-0.8466534820586694,2,1,0.0
116,1.693232901913237,2.1925935206581584,0.27851587585846926,-1.125146702764768,0.9614166778307917,1.8725572330796258,0.19031918853038063,-1.3562079990560234,2,0,0.0
117,-2.716537321574437,3.2669014557685934,-1.02294770762439,-3.9032372445372854,2.057469508432359,1.708404334925704,1.6973951348432466,-1.3575514658073773,2,0,0.0
118,-6.900956299778626,10.448550468413886,-4.42300552756691,-8.632870948295437,6.692242220072872,-1.7489902907237578,3.647000148859549,-5.317081420160237,2,1,0.0
119,-3.854151435189503,2.4415941551603506,-1.8526480776814858,-3.1868641539966833,1.1103156873650584,-0.9351117142069157,1.0934227597976744,-1.4670794286344886,3,0,0.0
120,-3.4078257144409485,2.825940592225671,-1.8012187856543769,-3.439229577436997,2.0176008656391837,0.5712440990391585,1.053328500502054,-1.4813359115319342,2,0,0.0
121,-0.8156128397841423,1.582557758619068,-0.6980977047694168,-1.8585563158435003,0.9063032450825136,3.580045361419633,0.9653004552509212,-1.1313280612714067,4,0,1.0
122,-5.758525618037871,8.232924753813075,-3.8503596060755543,-6.7951427571105025,5.576139018224294,0.6369023450954217,3.1274265558301946,-4.369449715037246,0,1,1.0
123,-2.4001237865982814,2.4026157640515344,-1.2231976840762524,-3.451435215161318,1.4524009814544991,2.663586418994246,0.9609367411130967,-1.1812458278090991,2,0,0.0
124,1.1130727753808902,6.033856915016412,-0.8124154443202387,-3.9834955495725657,3.45457840922742,2.858315249049081,0.5796020365410026,-3.9037079663752143,2,0,0.0
125,-2.593495689072461,4.1978123550071675,-1.570559457996805,-3.7723348513026025,2.4518495350681073,0.43622119649803537,1.7116220927170427,-1.941775696492348,2,0,0.0
126,-9.504052621360033,5.210792477985342,-4.2237843793260845,-6.165150831022658,3.7235127205160388,-3.581545434475955,3.6152347587237337,-1.6754370122332627,2,1,0.0
127,1.29110502621306,1.5727615027512138,0.3660363210070018,-0.8003883527501118,0.4807169669188458,1.4766326301053705,0.47831983753597174,-0.7130794805536688,2,0,0.0
128,2.1183153399139223,4.414559827791861,-0.06388429420674016,-3.255245744495427,2.2776999897639896,4.782919540034094,0.1149999805171667,-3.008917526105501,2,0,0.0
129,1.6466958864182129,1.9539332966889214,0.5474590274692155,-0.990640353844294,0.4807238693216057,1.9089158409578162,0.7848480321525968,-0.7410598653741944,2,0,0.0
130,-0.3525296254484397,0.8995797709565576,-0.020876766273331265,-1.6985923555337439,0.875431536606147,2.3547483073094195,-0.06283650851630579,-0.8018554083609891,2,0,0.0
131,-1.0388992916956812,2.8505634255144647,-1.1401679413740662,-2.7154955740363746,2.058919964370465,1.5530641293630238,0.03751745041225879,-2.1150405671793022,2,0,0.0
132,-9.338188957088144,4.1579776947800235,-4.037207206789984,-6.984621728758464,3.9027482925638,0.01302373966161674,2.033475058636438,-2.155679536775579,2,1,0.0
133,-10.777358632621448,7.4999020555941085,-5.591420740275148,-8.967425481755175,5.828887177570906,-1.2813921941713302,2.8597220652237265,-3.9871565053647684,2,1,0.0
134,-9.1870372149368,4.431286092112133,-4.09297836705369,-6.861737715473158,3.3822040972683394,-0.007069861215622919,2.750257754459025,-1.734266810869621,2,1,0.0
135,2.041208851459892,3.6375298466786736,-0.11627168416932823,-2.3722655728241167,2.1002528679072663,3.399450581391781,-0.3652372104442862,-2.8047059924677225,2,0,0.0
136,0.12364350394905438,1.0156902050824244,-0.21655576164815815,-1.0174865205917838,0.6581399303659089,1.347110350764122,-0.11429165266076322,-0.8193596673196074,2,0,0.0
137,-1.9400076858436581,3.008373244345808,-1.1846032541067009,-4.02071431314152,1.6346329773948516,3.373114371640515,0.953134896002896,-1.8991400618477627,4,0,0.0
138,-7.590612536661377,9.565679845924171,-3.98509269580787,-8.045969918988439,5.385917139391604,-3.1904668633680804,5.1429662973700765,-3.8949209803293696,4,1,0.0
139,-7.1139666746976005,2.5596319467326425,-2.9458527355297477,-2.257585051957289,2.0286378188225482,-4.580157547541753,3.520828417880475,-0.016423127116574232,0,1,0.0
140,-2.3394402863975112,1.1140364614059368,-1.1204143139367273,-2.6073655712086783,1.5994889809427881,4.360699294377892,0.297209402611566,-1.1593284659526808,0,0,1.0
141,-8.295209630949866,8.26626079075659,-4.656855763307056,-7.879881323868085,5.777290388530623,-2.2260335965831137,3.1234431083418395,-4.199522924287205,1,1,0.0
142,-6.903178842358668,4.600896900129418,-3.164755066935402,-4.614182308124434,3.106698791284171,-3.5145525440637666,3.020243555911327,-1.5177623853815496,2,1,0.0
143,-2.2008402158933387,4.770215951790355,-1.7327241323757179,-5.561893541307433,3.7234599021051817,4.378311397153715,0.0608079429507217,-3.6458569036736344,2,0,0.0
144,-1.4853416403108408,7.839724751922749,-2.041954805246295,-6.2749195152722494,4.683070873738035,2.959060387606967,1.546803535988288,-4.656082949773806,1,0,0.0
145,-13.158563472252013,6.090131965890015,-5.260835652959888,-8.717796281102554,4.688593629153565,-3.0852285477732497,4.768627954012755,-1.7531890257606184,2,1,0.0
146,-5.560016202584235,8.88904245079455,-3.077626005885638,-8.178376809224407,5.555225540999856,0.8804910252953538,3.5199365325602807,-4.27052614934544,1,1,0.0
147,-2.3250671916265926,8.264460479700855,-1.7081386705331165,-6.124932116843236,4.760978294716786,0.42858137877012137,3.057764528019671,-3.964600758497,1,0,0.0
148,0.2815456065078362,0.8848933777187856,0.2895812566885081,-1.1961161860507985,0.697998219554944,1.8358457703719988,0.06998268975549149,-0.653604644364262,2,0,0.0
149,-7.686939394768149,3.767394894491872,-3.0740838530196397,-5.029550857009665,2.369204435202785,-1.9597020750021408,3.436715998280008,-0.6463860003770852,2,1,0.0
150,-5.90589783953874,3.9036177687465465,-2.096664071021338,-3.245091270770504,1.7904430889620133,-4.69578200760845,4.321675542391041,0.023025602385825152,2,1,0.0
151,0.5952629574447639,3.476316736185364,-0.8278990833241138,-3.282091911242917,2.455116050808292,4.221114049840399,-0.7841397042961933,-3.087217328050914,2,0,0.0
152,-9.571321656575524,9.217651533073814,-4.958211963430169,-8.243992430557185,5.992779739774302,-4.294062277237969,4.6238387543017945,-3.850026904782997,1,1,0.0
153,-3.0590563010872054,8.395869162689594,-2.3986188367135375,-6.6932993688327125,4.60008560760736,0.7723518457716794,3.020869791227009,-4.353372260985382,4,0,0.0
154,-1.8017371409175906,3.992959364569477,-1.5203563400384112,-3.225265544626404,2.5590965013742615,2.72530667940492,1.6299408983408197,-2.1555643196425893,0,0,1.0
155,-2.959142423582869,8.279146872938627,-2.0185966934949557,-6.627408286326181,4.938411611767989,0.9474839157075421,2.9249453297478736,-4.112851522493727,1,0,0.0
156,-3.314733283788022,7.897975079000919,-2.2000193999571693,-6.437156285231999,4.938404709365229,0.5152007048550962,2.6184171351312484,-4.084871137673201,1,0,0.0
157,-10.623029027846782,3.6804542543468775,-4.636288388504853,-6.921596460421608,2.652345333642657,-1.4268063483767222,2.351004620866223,-1.8402807071483773,3,1,0.0
158,1.0821122322574692,3.8094142031226883,-0.2868218720200469,-3.432963563963716,1.9744335959032464,4.905897473997258,0.2701814312509605,-2.5140397715998732,2,0,1.0
159,-9.984035069271238,6.057712379209935,-4.666850462613762,-7.90003117654158,3.6982690871489474,-1.6102328273739932,3.2282444124077774,-2.881430656245407,3,1,0.0
160,-0.8071887561691755,6.867726323603799,-1.8299298853598283,-5.166494251908318,4.37465182991727,2.2360612138212805,0.7128835940029907,-4.528279962912029,1,0,0.0
161,-8.279633158578262,6.280478302832104,-4.40020534261761,-7.46385568717971,4.777838383715634,-0.21480997951312675,2.219493659429581,-3.425002863193693,2,1,0.0
162,-7.880311297242328,5.562591485447505,-3.421445626940192,-5.35045049315095,3.3686529888163927,-4.18706729749835,4.187401349883953,-1.406915869060334,2,1,0.0
163,-1.4043092054764963,2.2802166342118717,-0.5004647647760837,-2.2923358116904087,1.5716171475603924,0.46650262420259714,0.9962943911297464,-1.0814977149488738,2,0,0.0
164,-5.446812023320799,5.036064313831464,-2.9431975621165565,-5.085652644783885,3.5028914265206184,-1.062644229012614,2.0453223038945625,-2.4759489538428983,2,1,0.0
165,-6.885143006677429,3.811086671255347,-3.078614694781331,-4.938612114237518,2.7189253217479297,-1.3355908980237041,2.4885044036339474,-1.337942680834916,2,1,0.0
166,1.572650632720896,2.4576548804699994,0.6556175776955099,-1.9965045388009102,1.17871518647379,3.312478400477369,0.5483025272914632,-1.366684124917931,2,0,0.0
167,-7.042252554322026,10.248080028213105,-4.727926072688679,-8.216120732764768,6.930457657141687,-0.33651619809972344,3.7657376081988585,-5.4404713041242125,0,1,1.0
