,pc1,pc2,pc3,GMM_cluster,K_means_cluster,target
0,0.004891293615367765,0.013540147061920417,-0.024021828539532136,2,1,0.0
1,0.015841285238839514,0.020634613338759364,-0.012056788215269308,0,5,0.0
2,-0.003904929399485885,0.011799003846305998,0.0018630599662526135,2,1,0.0
3,0.027484082638810692,0.006236614947686089,-0.011173722110020046,0,5,0.0
4,-0.012742613167620374,0.010092347940194313,-0.020025442639312448,2,1,0.0
5,0.011955867500278605,0.0081788121346867,-0.017089129401004006,0,5,0.0
6,-0.015907314880599526,-0.011874366250544523,-0.007061833752447021,1,2,0.0
7,0.024969472495737315,-0.01930271763516861,0.021310857485347966,0,0,0.0
8,-0.010902718426544493,0.010173677314362164,-0.00873237577898344,2,1,0.0
9,0.0019258419354188949,0.0035416840101183873,-0.02389403297714782,2,1,0.0
10,0.0006900285462156015,0.006125717427453151,-0.019028470160632444,2,1,1.0
11,0.0197905907057748,0.02063014021150391,-0.00020440718018343738,0,5,0.0
12,0.008102943806362128,-0.00704099293623635,-0.017054296828253858,2,2,0.0
13,0.02501042370446094,-0.01580155748122885,0.023494285953763697,0,0,1.0
14,-0.0040875046043954266,-0.00047573583230281816,0.019707742654848922,2,4,0.0
15,-0.018080733851253705,-0.005852455092570359,-0.006107796381400002,1,2,0.0
16,-0.0020462490105326685,0.009774855739221572,0.008834018524576378,2,3,0.0
17,-0.012130568868473947,0.011384839020182214,-0.0012728755674866268,2,1,0.0
18,-0.006266620855336707,0.0031021620964023526,0.020803773116201765,2,3,0.0
19,-0.007405222088172191,-0.010265777748407113,-0.01732560790509896,1,2,0.0
20,-0.01471751170942942,-0.008220418484260812,-0.015289737600620605,1,2,0.0
21,0.0017171990784499466,-0.007373828388192282,-0.00889716550166409,2,2,0.0
22,-0.009597664694206046,-0.0018113118543810675,-0.016755772352390324,2,2,0.0
23,-0.007365828081020209,-0.016501572994026135,-0.01395159778334217,1,2,0.0
24,-0.012282140819303868,-0.006828337586284096,0.014876597363012254,1,4,0.0
25,-0.01943346566579251,0.012377459543702377,-0.0013980594140108925,2,1,0.0
26,-0.0038685667221590734,0.011812542252261105,0.0020877778897105616,2,3,1.0
27,-0.010489924160428345,-0.0005020827445867421,0.022856004617323483,2,4,0.0
28,-0.005420692734922135,0.006667172680622269,-0.019516056974449796,2,1,0.0
29,-0.01162828740576149,-0.014197099844195812,-0.010567066283633611,1,2,0.0
30,-0.008585394447901289,-0.015299541510116567,-0.006552448087584373,1,2,0.0
31,0.0020187554702523133,0.004912009595213617,0.021801028816351493,2,3,1.0
32,0.02039044583066856,-0.01952886662536444,-0.007072685954822088,0,0,0.0
33,-0.016692665877632462,0.012515334875819328,0.01564373574018972,2,3,0.0
34,0.0001993417635442643,-0.008716459971991187,0.014639670487141517,1,4,0.0
35,-0.013873677568484281,-0.0008662083181560695,-0.010693614761764145,2,2,0.0
36,0.002548625794896619,0.002410750575964889,-0.004696913571244601,2,1,0.0
37,0.010488181129004402,0.003010307721500788,0.009293475679544812,0,0,0.0
38,0.02935239383920492,0.0028326508451759214,-0.0016575075823552768,0,5,0.0
39,0.011616535327817678,0.02158193912102953,-0.0058419323070227815,0,5,0.0
40,-0.006336498067935887,0.006621942882583104,-0.02519276566248381,2,1,0.0
41,0.027140927597791385,0.013719671475253846,-0.001471873847985025,0,5,0.0
42,-0.005222172306077003,-0.01766750490180702,-0.01573438930680497,1,2,0.0
43,-0.007357544005971832,-0.016510703215936617,-0.014011948299081187,1,2,0.0
44,-0.01429705050047238,0.01876830572976116,-0.0029847951972586445,2,1,0.0
45,-0.013538407720551666,-0.002131882403786027,0.024112949907173303,2,4,0.0
46,-0.000721933655312207,-0.0049697654203731435,0.005901133889851504,2,4,1.0
47,-0.002752894223907559,-0.01384759130564428,0.014151760730469415,1,4,0.0
48,0.00572222871513163,-0.013305279950088116,0.0015022145033569108,1,0,0.0
49,0.005758591392458442,-0.013291741544133009,0.001726932426814859,1,0,0.0
50,-0.003702606748965203,-0.01632065380186947,0.008755236968793873,1,4,0.0
51,0.0009819816489002884,0.008356652978411146,0.017626966446806842,2,3,0.0
52,-0.016209729178074218,-0.011997790742111051,0.008619631116424806,1,4,0.0
53,-0.0099447424733213,0.0029325590641556213,-0.00183104203009668,2,1,0.0
54,-0.013867061357603072,-0.0008683942561555223,-0.010705283851862727,2,2,1.0
55,-0.010978533692895621,-0.014261756131768064,0.011015825196730177,1,4,1.0
56,0.004042334165128025,0.016224470129274627,0.013148709352820587,2,3,1.0
57,-0.011971780303820706,-0.0032060812120844454,0.0011967027502626088,2,4,1.0
58,-0.003468002917960832,-0.006476140588005903,-0.008523385689170507,2,2,0.0
59,0.009850175855822553,0.0027888158259599884,-0.007177336209800355,2,5,1.0
60,0.032953501985076704,0.015178671988898622,0.01931017629038239,0,5,0.0
61,0.0020887705787875966,-0.01834217839243806,-0.020375866096363347,1,2,0.0
62,0.014902212404575604,0.018919011178136772,-0.010240528750662626,0,5,0.0
63,-0.0019618703939655894,3.550657310356746e-05,0.010310475282190899,2,4,0.0
64,0.0077991827724948025,-0.0057937316542876136,-0.003978438444462048,2,0,0.0
65,-0.005383992200555417,0.00317274898203377,-0.02135325982285305,2,1,0.0
66,-0.01041565837753616,-0.016760686879710163,-0.015300258978572373,1,2,0.0
67,0.021476846749891906,-0.0037030149569108398,-0.017161248378948574,0,5,0.0
68,-0.005793331696484843,-0.015159443931954442,0.010642045384236593,1,4,0.0
69,-0.011978379785436543,-0.008075598868232833,0.0018007389792204442,1,4,0.0
70,-0.009997890641364379,0.012969408881342332,-0.008206529545370454,2,1,0.0
71,-0.00684890195877216,-0.00304630823377883,0.002879960196791729,2,4,0.0
72,0.006875093364432673,-0.0058298312304162995,-0.009594796616757044,2,2,0.0
73,0.005568692895701596,0.007525843711842193,-0.00417700652843018,2,5,0.0
74,0.016484439470089547,0.015700439395038724,0.010130139494052316,0,3,0.0
75,-0.0019511308336342915,-0.0023879179410378317,0.010755027616268297,2,4,0.0
76,0.009565438457334902,0.0016035223718568424,0.006282723992329837,2,0,0.0
77,-0.006135140001111518,-0.009047073177901946,0.022949500131351632,1,4,1.0
78,-0.0064500227480064586,-0.016456343195986968,-0.00827488909530816,1,2,0.0
79,0.00021255745604131186,-0.0038491282538422513,0.014023965168085099,2,4,1.0
80,0.01102186521964539,0.017849902686479922,0.023773304992729834,0,3,0.0
81,-0.01604596714336534,0.013817144845623693,-0.013405441528930966,2,1,0.0
82,0.023163205671537755,0.017209438079187317,-0.01154740255040666,0,5,0.0
83,-0.010901288549879663,0.010493810285250739,-0.0134873673249675,2,1,0.0
84,-0.00906306167297095,0.010582083943329618,-0.0021456190389980596,2,1,0.0
85,-0.0063333225729167416,0.011779642299983737,0.01710591169184561,2,3,0.0
