,pc1,GMM_cluster,K_means_cluster,target
649,0.28402499933057923,0,1,0
650,-0.0776001725564947,1,0,0
651,0.7087115555112692,0,1,1
652,0.7821075919273721,0,1,0
653,-1.065561309899217,1,0,0
654,-0.9015222866150057,1,0,0
655,-0.8298067110179264,1,0,0
656,-1.0623625365227312,1,0,0
657,0.16737393308927062,1,0,1
658,-0.8894637514766025,1,0,0
659,0.002267538154163313,1,0,0
660,-0.2558073177832452,1,0,0
661,-1.458461341540793,1,0,0
662,4.955251515320787,0,1,1
663,-1.1828045074864202,1,0,0
664,-1.2566806136286375,1,0,0
665,-1.698262969712143,1,0,0
666,-0.46052628513029437,1,0,0
667,0.23779814832990562,0,1,0
668,-1.8305477325069959,1,0,0
669,1.710246569716253,0,1,1
670,0.5652172263075147,0,1,0
671,5.212771629436218,0,1,1
672,0.1643927343918383,1,0,0
673,-0.4022163624209865,1,0,0
674,0.5500319403945477,0,1,0
675,-0.1346521442841633,1,0,0
676,-1.8559897031642485,1,0,0
677,1.2765839845147346,0,1,1
678,0.4746136242555037,0,1,0
679,0.10188458549351885,1,0,0
680,1.09456724785699,0,1,1
681,0.7535632228077667,0,1,1
682,1.6911630108312974,0,1,1
683,1.3551116629496915,0,1,0
684,0.06439858272700173,1,0,0
685,0.22150893538327068,1,1,0
686,0.6954291694354792,0,1,0
687,-0.37035310543594524,1,0,0
688,-0.47232908459476747,1,0,0
689,1.4918382109274937,0,1,1
690,-1.0251153399252244,1,0,0
691,2.755820007680137,0,1,1
692,0.6453427455671554,0,1,0
693,0.13545978566771133,1,0,0
694,1.7547992703973425,0,1,1
695,-0.5177791601058367,1,0,0
696,-1.741391486792182,1,0,0
697,0.08210475569345471,1,0,0
698,0.7645741081540963,0,1,1
699,-0.4357107785515764,1,0,0
700,-0.9661596508489907,1,0,0
701,-0.8839279421887556,1,0,0
702,-0.7370955531179084,1,0,0
703,-1.7513759242275797,1,0,0
704,0.42072454237110674,0,1,0
705,-1.0788859606525625,1,0,0
706,2.482466628257899,0,1,0
707,-1.4221703744220533,1,0,0
708,1.5845500531402181,0,1,1
709,-1.4221703744220533,1,0,0
710,1.6900568337658843,0,1,1
711,2.415431054079938,0,1,0
712,2.059160453579598,0,1,0
713,0.4373439055498394,0,1,0
714,-0.8063545773915123,1,0,0
715,-0.8123274075792779,1,0,0
716,1.7546340586730576,0,1,1
717,-0.34801717674532845,1,0,0
718,1.7043688522533447,0,1,0
719,0.9634585183867229,0,1,0
720,-1.2057841105968081,1,0,0
721,-0.7743829336424785,1,0,0
722,-1.4776465249543695,1,0,0
723,-1.3811639531326865,1,0,0
724,1.8946377446780955,0,1,0
725,0.45152452587974873,0,1,1
726,-0.8690455602536797,1,0,0
727,2.1509595768277485,0,1,1
728,-0.9479260515584594,1,0,0
729,-0.008036240668280174,1,0,0
730,1.2681629618061157,0,1,1
731,-0.5659917081115744,1,0,0
732,-1.2040210598726178,1,0,0
733,-0.723722757216718,1,0,0
734,-0.6107799627030298,1,0,0
735,4.025526839015092,0,1,1
736,0.9356244928914796,0,1,0
737,-0.9665330443232547,1,0,0
738,1.7547992703973425,0,1,0
739,-1.150857218964758,1,0,0
740,3.747878264563793,0,1,1
741,-1.519798241431567,1,0,0
742,0.41780160281596784,0,1,1
743,-1.1698469824363973,1,0,0
744,-1.4055362038556212,1,0,0
745,-0.879744369942345,1,0,0
746,2.4389823353245577,0,1,1
747,0.2849267028583993,0,1,0
748,2.105410482696059,0,1,1
749,0.27389193094322445,0,1,0
750,-1.70623978494893,1,0,0
751,0.6124308987900503,0,1,1
752,-0.9111207895286251,1,0,0
753,-1.428148125836346,1,0,0
754,-0.5526482351021553,1,0,0
755,0.4573914917483597,0,1,0
756,-1.4195481349997063,1,0,0
757,1.6489626613982162,0,1,1
758,-0.9745808437503019,1,0,0
759,0.15663360825276387,1,0,0
760,-2.081770226480465,1,0,0
761,-1.7300049087448486,1,0,0
762,2.6515381155351294,0,1,1
763,2.1198346402577903,0,1,1
764,-0.9285877184482894,1,0,0
765,-1.6359317035021026,1,0,0
766,0.8301997094501955,0,1,0
767,1.5821517928778681,0,1,1
768,-0.2258512095466688,1,0,0
769,-0.8143624179277466,1,0,0
770,-1.456946986672883,1,0,0
771,2.26532420445095,0,1,1
772,0.6257829454945488,0,1,0
773,-1.5141491484839888,1,0,0
774,1.857156262932715,0,1,1
775,1.848235357189066,0,1,1
776,-2.063470466822477,1,0,0
777,1.1724222182996313,0,1,1
778,-1.196200099629684,1,0,0
779,-0.5514611935460197,1,0,0
780,-1.3849767459237907,1,0,0
781,1.6073012096557777,0,1,1
782,-1.1468129935915812,1,0,0
783,1.053986159314827,0,1,1
784,-1.0655535000708078,1,0,0
785,1.795100742733477,0,1,0
786,-1.8496009578579524,1,0,0
787,-1.7398257268218749,1,0,0
788,-1.36340823966728,1,0,0
789,-0.3695038830610407,1,0,0
790,1.2644101749718957,0,1,1
791,-1.348158724719821,1,0,0
792,-1.1937137581077926,1,0,0
793,-0.7491494094992333,1,0,0
794,-0.39018243692749544,1,0,0
795,-1.555524953860593,1,0,0
796,1.6540155967651804,0,1,1
797,0.729085587739771,0,1,0
798,-0.03328874267544981,1,0,0
799,-0.25125737622645894,1,0,0
